livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingType,vaccinationProgram,vetServiceFrequency,medicationIntensity,feedPrice,laborCost,electricityCost,totalCostEstimation
cattle,dairy,extensive,425,34,North-Central,standard,standard,weekly,high,33087,89915,8642,377231
cattle,beef,intensive,151,28,North-Central,premium,standard,quarterly,low,28702,49647,8841,191392
cattle,dairy,extensive,235,29,North-Central,premium,intensive,quarterly,high,28338,42211,6527,222914
cattle,dairy,intensive,177,35,South-West,basic,intensive,weekly,medium,35235,74082,11833,244885
cattle,dairy,extensive,30,17,North-West,standard,minimal,weekly,high,46322,35988,27670,171302
poultry,broiler,battery cage,376,56,North-West,basic,intensive,quarterly,medium,39535,86460,29039,382569
poultry,layer,battery cage,268,76,North-Central,standard,standard,weekly,low,20806,44823,11480,231915
poultry,layer,deep litter,411,30,North-West,basic,standard,quarterly,medium,21389,84842,21317,354437
poultry,broiler,battery cage,170,72,North-Central,premium,minimal,quarterly,medium,30996,88737,16912,252641
cattle,beef,extensive,155,22,South-East,premium,standard,quarterly,low,49999,88589,18580,284667
cattle,beef,extensive,221,15,South-West,basic,intensive,quarterly,low,42806,84285,8674,289071
poultry,layer,battery cage,231,70,South-West,standard,standard,monthly,high,45041,19239,17885,242706
cattle,dairy,semi-intensive,77,22,North-West,basic,standard,quarterly,low,33352,56733,16972,178909
cattle,beef,extensive,453,28,North-West,premium,standard,quarterly,low,44539,44743,18961,379282
cattle,beef,semi-intensive,50,35,North-Central,premium,minimal,monthly,high,49378,99307,17144,240207
poultry,layer,deep litter,340,11,South-East,standard,minimal,weekly,high,39407,91956,12370,353140
poultry,layer,deep litter,481,6,South-West,basic,intensive,monthly,low,40555,30727,17114,369451
poultry,broiler,battery cage,203,23,South-East,standard,minimal,quarterly,low,31847,32052,19291,216537
poultry,broiler,battery cage,441,29,North-West,basic,minimal,weekly,low,23270,84525,19916,371481
poultry,layer,deep litter,445,24,North-West,basic,minimal,weekly,medium,30793,79326,18311,381723
poultry,broiler,battery cage,312,9,North-West,standard,intensive,monthly,high,19421,37337,5203,237382
poultry,broiler,intensive,165,44,North-Central,standard,standard,weekly,low,39121,55403,10207,226352
cattle,beef,extensive,76,33,South-East,basic,intensive,monthly,high,48999,45500,11006,192504
cattle,dairy,intensive,95,34,North-West,premium,intensive,weekly,high,20254,27550,13239,128797
cattle,beef,extensive,486,28,North-Central,basic,minimal,quarterly,high,17825,89674,25174,393498
cattle,dairy,extensive,189,35,South-East,basic,minimal,monthly,high,41533,20670,21192,219428
poultry,broiler,battery cage,158,50,South-West,standard,intensive,quarterly,medium,20207,65773,20279,205466
cattle,dairy,semi-intensive,467,32,South-West,standard,standard,weekly,medium,41185,79431,27409,422710
cattle,beef,intensive,310,28,North-West,premium,standard,monthly,medium,24405,30757,7254,241821
poultry,layer,deep litter,183,33,South-East,basic,minimal,quarterly,high,20232,82570,23577,238111
poultry,layer,intensive,321,47,North-West,basic,standard,weekly,low,17590,30538,10056,236274
cattle,dairy,intensive,241,35,South-East,standard,minimal,weekly,medium,46706,77744,9415,301071
cattle,dairy,intensive,391,15,South-East,standard,minimal,weekly,low,30840,25201,8171,290552
cattle,dairy,intensive,130,19,North-Central,premium,intensive,monthly,high,19757,64304,9597,178415
cattle,beef,semi-intensive,327,13,North-Central,basic,standard,monthly,high,42713,61710,12854,323490
cattle,beef,intensive,36,15,South-West,premium,standard,quarterly,high,40241,51510,21240,171232
poultry,layer,deep litter,187,75,North-West,premium,minimal,quarterly,high,21684,88166,11956,236990
poultry,broiler,battery cage,201,65,South-West,premium,intensive,quarterly,high,23737,41512,24864,214350
poultry,layer,battery cage,386,37,North-Central,standard,intensive,weekly,medium,37415,42040,10447,320317
cattle,dairy,semi-intensive,295,18,North-West,premium,standard,monthly,low,45165,58046,28560,324436
poultry,broiler,battery cage,408,22,North-Central,premium,minimal,weekly,low,20805,86468,12743,344821
poultry,layer,deep litter,344,10,North-Central,premium,minimal,quarterly,low,17168,84549,7611,298496
cattle,beef,intensive,91,34,South-West,basic,minimal,weekly,medium,20113,17218,21821,124765
poultry,broiler,intensive,121,39,North-Central,premium,intensive,quarterly,medium,46654,75998,12958,242764
cattle,beef,extensive,349,29,North-West,premium,intensive,quarterly,medium,33657,52640,25531,319985
cattle,beef,extensive,254,19,South-West,basic,standard,monthly,low,49466,35655,22145,283732
poultry,layer,battery cage,460,68,North-West,premium,minimal,weekly,high,16244,13074,15916,291478
cattle,beef,intensive,104,36,South-West,basic,standard,quarterly,medium,24464,39895,9219,150042
poultry,layer,deep litter,497,31,South-East,basic,standard,monthly,low,28426,30028,12723,348103
cattle,dairy,extensive,97,28,South-West,standard,standard,weekly,low,16893,50287,24127,156700
poultry,layer,intensive,142,67,North-West,basic,minimal,monthly,high,23176,19772,25385,162509
cattle,dairy,extensive,449,32,South-East,standard,standard,quarterly,medium,29090,98716,19247,400643
poultry,broiler,intensive,83,75,North-Central,premium,minimal,monthly,medium,47107,57479,17401,210594
cattle,beef,extensive,419,36,North-Central,basic,standard,monthly,low,16478,43527,9385,295368
poultry,broiler,battery cage,255,24,North-Central,premium,intensive,monthly,high,47135,21658,19844,263272
cattle,beef,semi-intensive,471,29,North-Central,basic,intensive,quarterly,low,32904,13011,18678,332997
cattle,dairy,semi-intensive,333,20,North-West,standard,minimal,quarterly,high,46597,62390,7508,329592
poultry,layer,intensive,221,74,South-West,premium,minimal,monthly,low,40597,72376,22325,286395
cattle,beef,intensive,370,27,South-East,premium,intensive,monthly,low,28539,72371,28925,343374
cattle,dairy,extensive,299,24,South-East,basic,standard,quarterly,medium,28173,91090,21824,318760
cattle,beef,semi-intensive,323,16,South-East,standard,standard,quarterly,medium,24249,28536,23485,262019
poultry,broiler,deep litter,107,20,North-Central,premium,intensive,quarterly,low,28270,11007,11494,132541
cattle,dairy,extensive,112,35,North-West,premium,standard,monthly,medium,49951,25505,6071,187478
cattle,dairy,intensive,65,28,North-Central,standard,standard,monthly,high,29836,81539,13598,187309
poultry,layer,battery cage,486,68,South-West,premium,minimal,monthly,high,37310,75133,27302,420055
poultry,layer,deep litter,185,14,South-West,basic,minimal,quarterly,medium,49023,97331,27932,315809
cattle,beef,extensive,392,33,North-West,standard,intensive,weekly,low,30615,36673,28728,322631
cattle,dairy,semi-intensive,86,20,North-West,standard,intensive,monthly,medium,22083,60248,16360,163774
poultry,layer,battery cage,494,22,South-West,basic,standard,weekly,low,31627,71750,13562,395566
cattle,beef,intensive,496,13,South-East,premium,minimal,weekly,medium,29805,16119,14466,338195
poultry,broiler,battery cage,169,48,South-West,premium,minimal,weekly,medium,47847,98855,23618,302667
poultry,broiler,deep litter,17,55,South-West,premium,standard,quarterly,medium,21017,77183,27891,155608
cattle,beef,semi-intensive,183,23,South-East,premium,minimal,weekly,high,31747,79011,25277,259282
poultry,layer,battery cage,287,44,South-West,standard,standard,quarterly,medium,24550,86863,14119,293582
cattle,dairy,semi-intensive,495,12,North-Central,basic,minimal,weekly,high,16493,43304,24201,347991
poultry,broiler,deep litter,305,38,South-West,basic,minimal,weekly,medium,43450,13613,8301,261314
cattle,dairy,extensive,79,28,South-East,premium,minimal,quarterly,high,28909,89786,14623,201727
poultry,layer,deep litter,152,17,South-West,premium,intensive,monthly,low,40509,77648,16617,251283
poultry,broiler,deep litter,335,27,North-West,premium,intensive,weekly,low,15012,46751,13542,257817
cattle,dairy,extensive,248,35,North-West,standard,standard,quarterly,medium,17441,28957,28606,216445
cattle,dairy,extensive,45,13,South-West,basic,intensive,weekly,high,32295,21613,26669,135372
poultry,broiler,battery cage,153,32,South-West,basic,intensive,monthly,high,36435,52641,24655,226666
cattle,beef,semi-intensive,438,31,North-West,premium,standard,monthly,medium,26425,70124,16192,358166
poultry,layer,deep litter,107,34,North-West,basic,intensive,weekly,medium,45292,34770,7989,186843
cattle,beef,semi-intensive,153,36,North-Central,basic,minimal,weekly,medium,26047,40265,23416,192275
cattle,dairy,extensive,259,21,North-West,basic,intensive,quarterly,medium,19379,20968,25701,214927
poultry,layer,intensive,110,51,North-Central,premium,intensive,weekly,medium,37162,26370,9181,164875
cattle,dairy,semi-intensive,16,21,North-West,standard,intensive,quarterly,high,32362,43675,5305,121704
cattle,dairy,semi-intensive,455,31,South-West,standard,minimal,weekly,medium,19247,16328,8130,290452
poultry,layer,battery cage,428,6,South-East,basic,standard,quarterly,medium,24810,65992,5323,334935
poultry,broiler,intensive,28,36,North-Central,basic,standard,monthly,low,19128,50209,22158,124623
cattle,beef,intensive,74,18,South-West,premium,intensive,monthly,medium,19453,31717,24021,131644
cattle,beef,intensive,406,19,South-West,basic,standard,quarterly,low,19029,35474,12109,288641
poultry,layer,battery cage,398,41,South-West,basic,minimal,monthly,low,42741,46857,21663,353002
cattle,dairy,extensive,362,19,North-Central,premium,intensive,quarterly,medium,18337,92232,19147,329053
cattle,dairy,semi-intensive,210,13,North-West,premium,intensive,monthly,high,45840,58959,16391,272030
cattle,beef,extensive,20,13,South-East,premium,intensive,quarterly,low,37016,43909,10864,138805
poultry,layer,battery cage,164,42,North-Central,premium,standard,quarterly,low,19793,19117,11978,152681
poultry,layer,battery cage,423,42,South-West,premium,intensive,quarterly,low,23318,65832,11351,335319
poultry,layer,battery cage,263,47,North-West,premium,standard,quarterly,high,23356,93573,18020,289805
cattle,beef,intensive,171,31,South-East,premium,standard,monthly,high,39610,84683,17314,266717
poultry,broiler,deep litter,19,77,North-Central,basic,standard,monthly,medium,20037,40849,27067,117490
poultry,layer,intensive,193,25,North-Central,premium,minimal,monthly,low,38756,58739,17685,250436
cattle,dairy,extensive,422,30,North-West,standard,minimal,weekly,low,24674,62494,10793,333635
poultry,layer,deep litter,177,28,North-West,basic,minimal,quarterly,low,22571,59670,20823,214135
cattle,dairy,extensive,496,20,North-West,basic,minimal,weekly,high,48369,13964,26556,385258
cattle,dairy,intensive,87,27,South-West,premium,intensive,monthly,medium,29275,14867,16115,133032
cattle,beef,extensive,438,15,South-West,basic,minimal,monthly,high,48307,88523,13299,417436
poultry,broiler,battery cage,137,16,South-West,standard,minimal,quarterly,low,38628,36263,6210,188229
cattle,beef,intensive,219,33,South-West,basic,intensive,weekly,medium,44034,49128,23125,269821
poultry,broiler,battery cage,469,26,South-West,premium,minimal,weekly,medium,25949,31089,9210,326697
poultry,broiler,battery cage,378,30,North-West,basic,minimal,quarterly,high,24734,24442,24613,287523
cattle,beef,semi-intensive,303,33,South-West,basic,intensive,weekly,low,42793,63651,23886,324623
poultry,broiler,battery cage,341,31,North-West,basic,minimal,quarterly,medium,32009,63396,18462,316376
cattle,beef,semi-intensive,337,35,North-Central,basic,standard,weekly,high,45563,18129,11070,288825
poultry,broiler,intensive,176,37,North-Central,premium,intensive,quarterly,medium,32809,78920,22980,255518
poultry,broiler,battery cage,173,60,North-Central,basic,minimal,quarterly,high,31232,64427,28281,241672
poultry,layer,battery cage,168,75,South-West,standard,intensive,weekly,high,28620,42643,22420,206303
cattle,beef,intensive,303,23,South-West,standard,standard,quarterly,high,17944,57895,25352,270635
poultry,layer,intensive,184,12,North-West,basic,standard,quarterly,high,28486,37204,15285,201461
poultry,layer,battery cage,433,80,North-West,standard,minimal,quarterly,low,41099,44279,7515,350492
cattle,beef,semi-intensive,235,13,North-West,standard,standard,monthly,low,28790,33065,29500,237645
poultry,broiler,deep litter,17,49,South-West,standard,standard,weekly,low,39986,47859,26637,162968
cattle,beef,intensive,392,33,North-Central,premium,intensive,quarterly,medium,29199,58551,25451,338400
cattle,dairy,intensive,296,33,South-East,standard,standard,weekly,low,44573,42321,14240,293707
poultry,broiler,battery cage,81,46,North-Central,premium,intensive,quarterly,high,33659,33855,6431,148104
poultry,layer,intensive,39,9,North-Central,basic,standard,quarterly,medium,48743,20938,12560,150484
poultry,broiler,deep litter,308,39,North-Central,basic,minimal,monthly,low,20678,82561,10325,288242
poultry,layer,battery cage,500,65,North-Central,standard,standard,weekly,low,27357,54847,25502,385063
cattle,dairy,extensive,87,36,South-West,premium,standard,monthly,medium,21660,55456,22909,165185
poultry,layer,battery cage,63,39,South-West,standard,minimal,weekly,low,39031,40411,19106,169079
poultry,broiler,intensive,361,66,South-West,premium,intensive,weekly,medium,16054,16489,13997,243094
cattle,dairy,extensive,181,14,South-West,premium,minimal,quarterly,medium,39479,12318,14287,196063
poultry,broiler,battery cage,178,23,South-West,premium,standard,weekly,low,38466,46520,22565,235017
cattle,dairy,intensive,386,20,South-East,premium,intensive,quarterly,medium,37873,11520,7655,287921
cattle,beef,extensive,386,21,South-West,basic,standard,monthly,medium,20907,97014,20493,352321
poultry,broiler,battery cage,154,63,North-West,standard,standard,monthly,medium,40320,11653,6902,176195
poultry,layer,battery cage,241,33,South-West,standard,intensive,monthly,medium,47376,37031,10221,262504
poultry,broiler,intensive,22,45,South-East,basic,minimal,monthly,low,23173,30792,22318,110456
poultry,broiler,intensive,352,6,North-Central,premium,intensive,weekly,high,15435,68431,6218,281519
cattle,beef,extensive,324,22,North-Central,basic,intensive,quarterly,medium,30940,89844,26312,340036
poultry,broiler,intensive,348,70,North-West,standard,minimal,weekly,high,20010,43038,28408,285466
poultry,layer,deep litter,349,55,South-West,basic,minimal,quarterly,medium,18877,94088,28432,334774
poultry,layer,deep litter,415,67,South-East,basic,intensive,monthly,high,47222,45107,18229,365280
cattle,dairy,semi-intensive,322,15,South-East,premium,minimal,weekly,low,47639,48905,6921,312104
poultry,broiler,deep litter,491,65,North-Central,standard,standard,monthly,high,47871,90900,14003,446145
poultry,layer,battery cage,354,49,North-Central,basic,standard,quarterly,low,33457,41561,6732,292207
cattle,beef,extensive,466,25,North-Central,standard,intensive,weekly,low,37541,44357,26993,379432
cattle,beef,semi-intensive,67,36,North-West,standard,standard,monthly,medium,45077,25394,27457,176505
cattle,beef,intensive,279,19,South-East,standard,minimal,monthly,high,43850,19523,26619,273342
cattle,beef,extensive,39,33,North-Central,premium,intensive,quarterly,medium,18379,53267,23966,133491
cattle,dairy,semi-intensive,161,24,South-West,premium,minimal,quarterly,medium,18140,36586,24347,177713
