year,month,livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingStatus,housingType,capacity,equipmentCount,feedPrice,laborCost,electricityCost,mortalityRate,vaccinationProgram,vaccinesUsed,vetServiceFrequency,medicationIntensity,diseaseRiskLevel,parasiteControl,sellingPricePerKg,eggPricePerEgg,milkPricePerLiter,totalCostEstimation,projectedRevenue,projectedProfit,roi
2023,1,poultry,broiler,extensive,182,4,Niger,existing,existing,201,4,238753,79306,18175,5.9,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,2589,48,0,434132,975474,541342,124.7
2023,12,poultry,layer,deep litter,1511,11,Niger,need-to-build,block-concrete,1769,1,1536721,46017,20028,11.8,standard,LaSota + Gumboro (IBD),quarterly,medium,high,none,2542,66,0,3903112,4837708,934596,23.94
2023,9,poultry,layer,semi-intensive,1816,2,Niger,existing,existing,1922,2,2535287,17427,5781,7.5,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,high,none,2154,55,0,3858933,923890,-2935043,-76.06
2023,10,cattle,beef,mixed,20,16,Niger,existing,existing,24,0,1574651,231145,26950,5.7,basic,CBPP vaccine only,weekly,low,high,occasional,2934,0,0,1844380,13833810,11989430,650.05
2023,3,cattle,beef,intensive,95,19,Niger,need-to-build,block-concrete,104,0,5852918,77305,57350,1.5,standard,CBPP + FMD (Foot & Mouth),weekly,low,medium,occasional,3492,0,0,12056808,81690975,69634167,577.55
2023,2,poultry,broiler,deep litter,1448,7,Ogun,existing,existing,1694,1,2531899,14822,15546,1.0,standard,LaSota + Gumboro (IBD),weekly,high,low,none,1995,97,0,3486091,6291719,2805628,80.48
2023,6,poultry,broiler,extensive,422,10,Ogun,existing,existing,529,2,639773,26936,17159,2.1,minimal,LaSota (Newcastle),weekly,low,high,none,1803,73,0,860264,1638753,778489,90.49
2023,3,poultry,layer,deep litter,1965,10,Ogun,existing,existing,2078,2,2108419,71978,24523,11.3,basic,LaSota (Newcastle),monthly,low,high,none,1789,51,0,2810140,4444535,1634395,58.16
2023,3,poultry,layer,extensive,1655,9,Ogun,existing,existing,1675,4,1952223,25803,37149,1.7,standard,LaSota + Gumboro (IBD),monthly,high,high,none,2269,96,0,3107475,7028057,3920582,126.17
2023,1,cattle,beef,mixed,16,16,Ogun,not-required,existing,17,4,1355594,128393,39804,3.7,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,high,high,none,2422,0,0,1553887,9329544,7775657,500.4
2023,8,cattle,beef,extensive,53,8,Ogun,need-to-build,wooden,65,3,4665658,180539,25916,1.1,basic,CBPP vaccine only,monthly,high,medium,occasional,4381,0,0,7249004,57409719,50160715,691.97
2023,11,poultry,broiler,deep litter,678,11,Ondo,existing,existing,688,2,950153,17774,14730,9.1,minimal,LaSota (Newcastle),quarterly,low,low,none,1820,108,0,1154191,2467673,1313482,113.8
2023,11,poultry,broiler,battery cage,1091,7,Ondo,existing,existing,1158,1,1878127,89823,28693,2.1,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,high,none,1648,57,0,2614694,3872463,1257769,48.1
2023,11,poultry,layer,deep litter,1942,6,Ondo,existing,existing,2476,1,3291182,41946,10438,8.3,minimal,LaSota (Newcastle),weekly,medium,low,none,2119,59,0,4208727,3152041,-1056686,-25.11
2023,7,poultry,layer,battery cage,1323,12,Ondo,need-to-build,block-concrete,1485,4,2228736,40155,36463,8.8,minimal,LaSota (Newcastle),weekly,low,high,none,2510,104,0,4793917,7529034,2735117,57.05
2023,1,cattle,beef,extensive,37,6,Ondo,not-required,existing,38,3,4116010,64191,48069,0.7,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,medium,medium,none,2100,0,0,4293186,19289025,14995838,349.29
2023,3,cattle,beef,intensive,99,14,Ondo,not-required,existing,110,3,5647553,240033,23352,2.1,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,low,high,occasional,3808,0,0,6093890,92268792,86174902,1414.12
2023,4,poultry,broiler,battery cage,1111,2,Osun,need-to-build,block-concrete,1256,0,1132425,46832,7251,2.2,minimal,LaSota (Newcastle),quarterly,medium,low,none,2570,48,0,2976884,6143399,3166514,106.37
2023,6,poultry,broiler,deep litter,1407,10,Osun,existing,existing,1481,1,1440337,14961,9607,9.0,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,medium,none,2816,61,0,1967908,7932148,5964241,303.08
2023,8,poultry,layer,extensive,363,6,Osun,existing,existing,389,1,413690,69846,19366,3.0,basic,LaSota (Newcastle),quarterly,low,medium,none,2834,49,0,578769,517602,-61167,-10.57
2023,9,poultry,layer,semi-intensive,166,3,Osun,existing,existing,210,3,166572,75171,29091,6.7,standard,LaSota + Gumboro (IBD),quarterly,low,low,none,2018,47,0,329266,109189,-220077,-66.84
2023,11,cattle,beef,intensive,54,24,Osun,existing,existing,61,1,1550786,165031,9393,4.7,basic,CBPP vaccine only,weekly,medium,low,regular,3964,0,0,1767681,50998842,49231161,2785.07
2023,10,cattle,beef,extensive,100,13,Osun,not-required,existing,104,3,6366524,272091,34525,3.9,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,high,high,occasional,4201,0,0,6867840,100929025,94061185,1369.59
2023,9,poultry,broiler,battery cage,845,6,Oyo,existing,existing,1060,2,1117459,39313,5851,9.1,standard,LaSota + Gumboro (IBD),weekly,low,medium,none,2149,102,0,1562308,3631447,2069139,132.44
2023,7,poultry,broiler,extensive,912,8,Oyo,need-to-build,steel-structure,968,3,1175660,44744,15517,5.9,basic,LaSota (Newcastle),quarterly,medium,low,none,2132,92,0,3578393,4025264,446871,12.49
2023,4,poultry,layer,semi-intensive,1893,9,Oyo,need-to-build,block-concrete,2332,2,2080076,23012,26641,3.3,basic,LaSota (Newcastle),quarterly,low,high,none,1986,99,0,5211533,8155016,2943483,56.48
2023,10,poultry,layer,semi-intensive,1179,4,Oyo,need-to-build,steel-structure,1442,3,1569361,72911,17562,3.0,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,low,none,2530,62,0,4973414,1418101,-3555312,-71.49
2023,10,cattle,beef,intensive,57,16,Oyo,need-to-build,wooden,67,1,4538553,180707,52336,4.7,basic,CBPP vaccine only,quarterly,medium,high,none,3238,0,0,7308752,43972850,36664098,501.65
2023,1,cattle,beef,intensive,47,8,Oyo,need-to-build,block-concrete,51,1,6239701,107430,12063,4.6,minimal,CBPP vaccine only,weekly,low,low,none,3467,0,0,9748129,38863336,29115208,298.67
2023,8,poultry,broiler,semi-intensive,671,3,Plateau,existing,existing,811,1,638426,80386,16166,2.8,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,low,none,2374,85,0,1121004,3406373,2285369,203.87
2023,5,poultry,broiler,extensive,248,2,Plateau,existing,existing,280,3,296195,69651,21462,6.2,basic,LaSota (Newcastle),weekly,high,low,none,3007,68,0,538985,1538901,999916,185.52
2023,10,poultry,layer,semi-intensive,1863,7,Plateau,existing,existing,2305,2,1793394,34614,15684,1.8,basic,LaSota (Newcastle),monthly,low,medium,none,1762,110,0,2378149,7043444,4665295,196.17
2023,11,poultry,layer,deep litter,776,11,Plateau,need-to-build,wooden,897,4,895706,24783,29416,10.8,basic,LaSota (Newcastle),quarterly,medium,medium,none,1825,62,0,1815455,2360375,544919,30.02
2023,1,cattle,beef,intensive,94,15,Plateau,need-to-build,block-concrete,103,3,4591979,240956,40633,2.4,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,low,low,regular,3557,0,0,10954605,81583352,70628747,644.74
2023,1,cattle,beef,intensive,43,18,Plateau,existing,existing,53,3,1090061,172129,42674,2.6,basic,CBPP vaccine only,quarterly,low,high,regular,2756,0,0,1331674,28856698,27525024,2066.95
2023,7,poultry,broiler,semi-intensive,1522,6,Rivers,existing,existing,1915,3,1604410,52102,27309,4.1,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,low,none,2736,104,0,2470695,8785612,6314917,255.59
2023,2,poultry,broiler,deep litter,412,7,Rivers,existing,existing,454,1,483049,21200,6972,7.3,minimal,LaSota (Newcastle),weekly,low,low,none,2614,93,0,665309,2196369,1531060,230.13
2023,10,poultry,layer,extensive,1342,7,Rivers,existing,existing,1725,4,2056204,30759,29841,2.3,minimal,LaSota (Newcastle),weekly,high,high,none,1661,50,0,3076334,2294484,-781850,-25.41
2023,1,poultry,layer,deep litter,1518,3,Rivers,need-to-build,block-concrete,1851,4,2458423,74127,21290,3.1,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,low,none,2589,75,0,5384151,1654810,-3729341,-69.27
2023,10,cattle,beef,intensive,27,12,Rivers,need-to-build,wooden,33,4,1244665,63010,52236,3.7,minimal,CBPP vaccine only,monthly,low,high,none,2391,0,0,2564840,15542098,12977258,505.97
2023,4,cattle,beef,mixed,57,22,Rivers,not-required,existing,72,2,3023542,116432,22155,1.7,basic,CBPP vaccine only,monthly,high,high,occasional,1942,0,0,3207900,27203050,23995150,748.0
2023,11,poultry,broiler,deep litter,178,9,Sokoto,need-to-build,steel-structure,217,0,253699,18098,26811,7.8,standard,LaSota + Gumboro (IBD),monthly,low,low,none,2603,45,0,688407,939827,251420,36.52
2023,2,poultry,broiler,deep litter,1215,6,Sokoto,need-to-build,block-concrete,1284,2,1454054,49587,26780,9.2,standard,LaSota + Gumboro (IBD),quarterly,medium,high,none,2006,110,0,3433597,4868731,1435134,41.8
2023,10,poultry,layer,extensive,1002,9,Sokoto,need-to-build,block-concrete,1264,3,1188244,23554,26014,10.6,basic,LaSota (Newcastle),weekly,high,medium,none,2113,107,0,3063055,4313219,1250164,40.81
2023,6,poultry,layer,semi-intensive,78,8,Sokoto,existing,existing,78,1,77674,19215,15614,7.5,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,medium,none,1763,66,0,139255,190476,51221,36.78
2023,7,cattle,beef,intensive,67,21,Sokoto,need-to-build,block-concrete,81,1,5885254,104294,12648,3.2,basic,CBPP vaccine only,monthly,high,medium,none,4284,0,0,10261909,69460776,59198867,576.88
2023,10,cattle,beef,intensive,58,21,Sokoto,existing,existing,68,2,3211690,95188,38691,4.0,standard,CBPP + FMD (Foot & Mouth),weekly,low,high,occasional,3439,0,0,3406740,47870880,44464140,1305.18
2023,9,poultry,broiler,battery cage,806,11,Taraba,need-to-build,wooden,881,0,929930,27813,13661,5.9,standard,LaSota + Gumboro (IBD),monthly,high,medium,none,1887,102,0,1909427,3148613,1239186,64.9
2023,8,poultry,broiler,semi-intensive,1480,5,Taraba,existing,existing,1590,2,1863281,80472,25121,9.6,standard,LaSota + Gumboro (IBD),quarterly,medium,high,none,2445,98,0,2496346,7196672,4700326,188.29
2023,10,poultry,layer,deep litter,836,4,Taraba,need-to-build,wooden,1030,4,1069680,78936,32628,6.4,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,high,none,1935,74,0,2359252,1158094,-1201158,-50.91
2023,5,poultry,layer,battery cage,507,12,Taraba,existing,existing,554,2,654919,54252,27389,4.9,basic,LaSota (Newcastle),monthly,low,medium,none,2961,76,0,882008,2198636,1316628,149.28
2023,9,cattle,beef,intensive,42,7,Taraba,not-required,existing,52,1,3015588,81902,26369,3.4,basic,CBPP vaccine only,quarterly,low,high,regular,3659,0,0,3146349,37113237,33966888,1079.57
2023,5,cattle,beef,intensive,88,19,Taraba,existing,existing,103,2,9860489,60476,39068,3.1,standard,CBPP + FMD (Foot & Mouth),weekly,low,medium,none,3299,0,0,10048005,70328082,60280077,599.92
2023,6,poultry,broiler,battery cage,1496,11,Yobe,need-to-build,block-concrete,1559,1,1630538,13372,5445,7.5,minimal,LaSota (Newcastle),monthly,medium,medium,none,2025,75,0,3916992,6164829,2247837,57.39
2023,12,poultry,broiler,extensive,1373,7,Yobe,need-to-build,wooden,1583,2,1903714,60384,13595,7.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,high,none,2663,47,0,3505815,7424481,3918666,111.78
2023,12,poultry,layer,battery cage,360,3,Yobe,existing,existing,403,1,401526,38888,6307,2.0,basic,LaSota (Newcastle),monthly,low,low,none,2050,49,0,534158,259308,-274850,-51.45
2023,1,poultry,layer,battery cage,1172,3,Yobe,existing,existing,1180,3,1626793,77267,10696,2.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,high,none,1624,89,0,2293607,1522375,-771232,-33.63
2023,11,cattle,beef,intensive,24,10,Yobe,not-required,existing,27,2,2322880,171779,8239,2.3,basic,CBPP vaccine only,monthly,low,low,none,3820,0,0,2515327,22392840,19877513,790.26
2023,11,cattle,beef,mixed,9,12,Yobe,existing,existing,11,4,508011,46210,52065,3.2,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,low,low,none,3185,0,0,621203,6936930,6315727,1016.69
2023,7,poultry,broiler,semi-intensive,594,10,Zamfara,need-to-build,steel-structure,615,3,598630,57684,13909,2.8,basic,LaSota (Newcastle),weekly,high,low,none,2026,61,0,2183497,2573445,389947,17.86
2023,5,poultry,broiler,extensive,469,4,Zamfara,existing,existing,511,0,442511,82100,10041,5.3,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,high,none,2668,93,0,772482,2606942,1834460,237.48
2023,12,poultry,layer,extensive,161,12,Zamfara,existing,existing,202,4,232290,28365,4587,10.8,basic,LaSota (Newcastle),quarterly,medium,medium,none,1558,99,0,327935,853055,525120,160.13
2023,4,poultry,layer,semi-intensive,987,8,Zamfara,existing,existing,1018,3,1258969,71741,23888,6.3,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,high,none,2933,49,0,1842077,1812645,-29432,-1.6
2023,1,cattle,beef,intensive,43,20,Zamfara,need-to-build,steel-structure,52,4,1351379,107420,40078,5.8,minimal,CBPP vaccine only,quarterly,low,low,occasional,4328,0,0,4647014,43827492,39180478,843.13
2023,6,cattle,beef,extensive,9,9,Zamfara,need-to-build,wooden,10,2,1028497,238440,53738,3.0,minimal,CBPP vaccine only,monthly,medium,high,none,2223,0,0,1674382,4851698,3177315,189.76
2024,11,poultry,broiler,deep litter,226,5,Abia,need-to-build,steel-structure,252,4,322871,87595,9300,4.0,minimal,LaSota (Newcastle),monthly,low,low,none,3641,83,0,1251808,1737893,486085,38.83
2024,7,poultry,broiler,extensive,894,4,Abia,existing,existing,948,4,1896190,135495,48622,10.9,minimal,LaSota (Newcastle),weekly,medium,medium,none,3679,130,0,2812493,6447149,3634656,129.23
2024,5,poultry,layer,battery cage,1462,9,Abia,existing,existing,1834,0,3386355,72133,52286,10.6,minimal,LaSota (Newcastle),quarterly,medium,low,none,3213,84,0,4001129,4940566,939437,23.48
2024,1,poultry,layer,semi-intensive,984,9,Abia,existing,existing,1035,2,1780478,86119,13286,8.2,standard,LaSota + Gumboro (IBD),monthly,low,high,none,3732,95,0,2386446,3861659,1475213,61.82
2024,7,cattle,beef,mixed,68,23,Abia,need-to-build,block-concrete,77,3,5139898,94039,87434,1.0,standard,CBPP + FMD (Foot & Mouth),monthly,medium,medium,none,4996,0,0,12316817,84082680,71765863,582.67
2024,9,cattle,beef,intensive,81,16,Abia,not-required,existing,90,1,10273509,382186,76588,5.2,basic,CBPP vaccine only,weekly,medium,high,regular,5625,0,0,10822630,107983125,97160495,897.75
2024,7,poultry,broiler,deep litter,1228,2,Adamawa,need-to-build,steel-structure,1365,1,2324391,100968,26309,9.1,minimal,LaSota (Newcastle),quarterly,high,low,none,2869,141,0,6482259,7045559,563301,8.69
2024,7,poultry,broiler,extensive,1458,3,Adamawa,existing,existing,1807,3,2773657,97307,35970,2.7,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,medium,none,4065,153,0,4478600,12686844,8208244,183.28
2024,8,poultry,layer,battery cage,1597,8,Adamawa,need-to-build,wooden,1993,4,3433425,37482,6181,8.0,basic,LaSota (Newcastle),weekly,high,medium,none,2807,82,0,6606186,4819107,-1787079,-27.05
2024,11,poultry,layer,deep litter,914,7,Adamawa,need-to-build,wooden,1082,4,1469831,39337,23728,4.3,minimal,LaSota (Newcastle),weekly,medium,medium,none,3426,107,0,3166909,3275744,108835,3.44
2024,1,cattle,beef,intensive,37,21,Adamawa,need-to-build,steel-structure,48,0,4199629,307150,78701,2.8,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,medium,medium,occasional,5134,0,0,8486544,46159794,37673250,443.92
2024,7,cattle,beef,mixed,16,8,Adamawa,existing,existing,17,0,2180618,114084,81215,3.0,minimal,CBPP vaccine only,monthly,low,medium,occasional,2851,0,0,2386919,11061880,8674961,363.44
2024,12,poultry,broiler,deep litter,71,12,Akwa Ibom,existing,existing,85,4,160224,132607,27733,10.5,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,medium,none,3241,106,0,407511,453089,45578,11.18
2024,7,poultry,broiler,extensive,406,9,Akwa Ibom,need-to-build,wooden,465,0,716958,32760,13726,4.2,minimal,LaSota (Newcastle),monthly,high,low,none,3948,81,0,1485474,3378247,1892772,127.42
2024,1,poultry,layer,extensive,139,6,Akwa Ibom,existing,existing,177,1,298832,121726,17302,4.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,low,none,3120,128,0,549533,508673,-40859,-7.44
2024,2,poultry,layer,deep litter,947,9,Akwa Ibom,need-to-build,steel-structure,1026,3,1872684,103382,36940,1.2,basic,LaSota (Newcastle),weekly,low,high,none,2408,107,0,5588120,4505087,-1083033,-19.38
2024,9,cattle,beef,mixed,50,21,Akwa Ibom,need-to-build,steel-structure,59,1,8754886,88331,24967,5.5,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,low,low,occasional,4732,0,0,14842984,55896750,41053766,276.59
2024,8,cattle,beef,mixed,28,24,Akwa Ibom,need-to-build,wooden,31,4,1889197,149878,72850,0.7,standard,CBPP + FMD (Foot & Mouth),quarterly,medium,medium,none,4101,0,0,3899966,28506051,24606085,630.93
2024,9,poultry,broiler,semi-intensive,1249,10,Anambra,existing,existing,1426,2,1940536,130816,47858,10.7,minimal,LaSota (Newcastle),weekly,high,high,none,3871,80,0,3229821,9498603,6268782,194.09
2024,8,poultry,broiler,deep litter,349,12,Anambra,existing,existing,414,4,779836,77253,54110,2.6,basic,LaSota (Newcastle),weekly,low,medium,none,2337,78,0,1161641,1747696,586054,50.45
2024,7,poultry,layer,deep litter,1590,8,Anambra,existing,existing,2003,2,2280395,100703,51253,9.6,standard,LaSota + Gumboro (IBD),weekly,medium,medium,none,3007,119,0,3660149,6841834,3181685,86.93
2024,12,poultry,layer,extensive,1373,12,Anambra,existing,existing,1407,1,2358937,112968,27167,7.6,basic,LaSota (Newcastle),monthly,high,high,none,2249,69,0,3420080,5252219,1832139,53.57
2024,3,cattle,beef,extensive,88,16,Anambra,need-to-build,steel-structure,110,4,7424726,372324,53587,2.3,minimal,CBPP vaccine only,monthly,medium,medium,occasional,4085,0,0,18240674,87802990,69562316,381.36
2024,12,cattle,beef,extensive,48,23,Anambra,not-required,existing,55,4,3615826,138850,33915,4.0,basic,CBPP vaccine only,monthly,medium,low,regular,3744,0,0,3843628,43130880,39287252,1022.14
2024,6,poultry,broiler,semi-intensive,677,5,Bauchi,need-to-build,steel-structure,839,3,1225332,88409,13507,4.1,standard,LaSota + Gumboro (IBD),weekly,high,low,none,3475,136,0,3826028,4963463,1137435,29.73
2024,12,poultry,broiler,semi-intensive,1509,10,Bauchi,need-to-build,wooden,1866,3,2115868,94251,42777,7.4,standard,LaSota + Gumboro (IBD),weekly,high,high,none,3529,82,0,5233111,10848622,5615511,107.31
2024,6,poultry,layer,battery cage,852,9,Bauchi,need-to-build,steel-structure,1103,3,1172477,81632,16238,6.9,basic,LaSota (Newcastle),quarterly,medium,medium,none,4219,139,0,4026942,4961541,934599,23.21
2024,1,poultry,layer,extensive,1964,10,Bauchi,need-to-build,steel-structure,2221,4,2928026,121592,32222,5.6,minimal,LaSota (Newcastle),weekly,medium,medium,none,3215,73,0,9963225,6767158,-3196066,-32.08
2024,6,cattle,beef,intensive,10,8,Bauchi,need-to-build,wooden,10,4,488178,70145,63847,3.4,minimal,CBPP vaccine only,weekly,low,low,occasional,4216,0,0,1182035,10181640,8999605,761.37
2024,11,cattle,beef,mixed,40,15,Bauchi,need-to-build,wooden,42,1,4633216,268217,77168,1.7,minimal,CBPP vaccine only,weekly,low,medium,regular,3971,0,0,7213694,39034930,31821236,441.12
2024,1,poultry,broiler,battery cage,1159,11,Bayelsa,existing,existing,1452,1,2564378,137822,19284,2.0,standard,LaSota + Gumboro (IBD),weekly,low,medium,none,3208,71,0,3426620,8016163,4589544,133.94
2024,4,poultry,broiler,battery cage,1929,5,Bayelsa,need-to-build,wooden,1987,0,3358149,89578,35242,3.6,basic,LaSota (Newcastle),monthly,high,low,none,2998,82,0,6913503,12264888,5351385,77.4
2024,2,poultry,layer,battery cage,1563,8,Bayelsa,need-to-build,wooden,1572,4,2544565,100903,27356,9.4,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,4027,94,0,5745057,5324453,-420604,-7.32
2024,9,poultry,layer,semi-intensive,345,3,Bayelsa,need-to-build,wooden,407,3,602756,68477,18270,3.3,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,low,none,2796,84,0,1440292,420355,-1019937,-70.81
2024,8,cattle,beef,mixed,13,20,Bayelsa,not-required,existing,16,0,1173834,177549,51909,2.6,minimal,CBPP vaccine only,quarterly,high,low,regular,5272,0,0,1416474,16688516,15272042,1078.17
2024,2,cattle,beef,extensive,38,21,Bayelsa,existing,existing,38,1,4891382,224293,55184,1.7,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,medium,low,occasional,3417,0,0,5263632,31909654,26646022,506.23
